MaPhieu,ThoiDiemOnline,ThoiGianOnline
039690,18:48:00,00:54:00
039691,15:19:00,01:27:00
039692,18:51:00,00:17:00
039693,10:35:00,00:55:00
039694,15:60:00,00:27:00
039695,20:17:00,01:35:00
039696,14:21:00,00:44:00
039697,12:16:00,01:28:00
039698,19:10:00,01:19:00
039699,16:43:00,00:00:00
039700,15:54:00,01:00:00
039701,15:56:00,01:25:00
039702,14:38:00,01:25:00
039703,21:35:00,01:17:00
039704,11:05:00,00:55:00
039705,13:50:00,00:09:00
039706,13:08:00,01:12:00
039707,12:06:00,01:24:00
039708,09:24:00,00:26:00
039709,16:35:00,00:05:00
039710,13:21:00,00:09:00
039711,13:41:00,00:05:00
039712,14:43:00,00:24:00
039713,17:57:00,01:31:00
039714,19:53:00,01:53:00
039715,14:40:00,00:25:00
039716,14:23:00,00:12:00
039717,09:55:00,01:39:00
039718,11:31:00,00:15:00
039719,19:28:00,01:15:00
039720,16:02:00,01:11:00
039721,16:37:00,00:19:00
039722,17:00:00,01:44:00
039723,19:05:00,00:60:00
039724,10:21:00,00:02:00
039725,21:23:00,01:33:00
039726,21:13:00,00:35:00
039727,15:36:00,01:01:00
039728,14:44:00,00:29:00
039729,17:53:00,00:21:00
039730,13:57:00,01:20:00
039731,16:50:00,01:08:00
039732,20:39:00,01:42:00
039733,10:02:00,01:47:00
039734,16:57:00,01:58:00
039735,09:51:00,00:04:00
039736,12:41:00,01:05:00
039737,14:42:00,00:55:00
039738,10:43:00,00:29:00
039739,21:44:00,00:24:00
039740,14:24:00,00:28:00
039741,12:22:00,01:13:00
039742,19:11:00,01:13:00
039743,13:01:00,01:43:00
039744,11:12:00,00:14:00
039745,17:19:00,01:10:00
039746,12:28:00,01:25:00
039747,20:08:00,01:06:00
039748,10:19:00,01:17:00
039749,14:35:00,01:21:00
039750,18:40:00,01:39:00
039751,15:08:00,00:42:00
039752,18:49:00,00:33:00
039753,18:13:00,00:00:00
039754,16:08:00,01:05:00
039755,21:29:00,01:09:00
039756,17:31:00,00:25:00
039757,19:27:00,00:03:00
039758,13:01:00,01:31:00
039759,11:03:00,01:35:00
039760,16:35:00,00:49:00
039761,09:27:00,01:16:00
039762,21:10:00,01:14:00
039763,15:52:00,01:49:00
039764,12:60:00,00:03:00
039765,16:14:00,01:51:00
039766,10:31:00,00:50:00
039767,16:18:00,00:13:00
039768,12:54:00,01:00:00
039769,14:40:00,01:48:00
039770,17:50:00,01:42:00
039771,12:33:00,00:56:00
039772,19:37:00,01:12:00
039773,09:52:00,00:09:00
039774,19:00:00,01:49:00
039775,17:04:00,01:30:00
039776,09:13:00,00:36:00
039777,11:31:00,00:49:00
039778,10:59:00,00:26:00
039779,13:47:00,01:33:00
039780,12:49:00,00:60:00
039781,12:09:00,00:27:00
039782,12:03:00,01:17:00
039783,16:55:00,00:16:00
039784,14:49:00,01:22:00
039785,14:15:00,00:29:00
039786,16:32:00,00:13:00
039787,15:27:00,01:59:00
039788,16:42:00,01:25:00
039789,12:54:00,00:36:00
039790,11:19:00,00:12:00
039791,14:35:00,01:40:00
039792,11:26:00,01:47:00
039793,17:52:00,00:41:00
039794,12:15:00,00:29:00
039795,18:26:00,01:11:00
039796,13:19:00,00:26:00
039797,18:24:00,00:52:00
039798,10:55:00,00:44:00
039799,18:19:00,00:54:00
039800,13:60:00,00:46:00
039801,16:45:00,00:55:00
039802,21:48:00,00:46:00
039803,14:11:00,01:54:00
039804,19:50:00,01:55:00
039805,09:33:00,01:36:00
039806,11:46:00,00:15:00
039807,13:40:00,00:36:00
039808,14:22:00,01:42:00
039809,20:14:00,00:33:00
039810,17:37:00,00:45:00
039811,16:18:00,01:05:00
039812,16:52:00,01:26:00
039813,13:58:00,00:25:00
039814,12:50:00,00:08:00
039815,20:52:00,00:47:00
039816,18:25:00,01:21:00
039817,19:04:00,00:47:00
039818,18:03:00,01:13:00
039819,16:48:00,00:03:00
039820,18:39:00,00:32:00
039821,18:47:00,01:40:00
039822,21:10:00,01:35:00
039823,17:28:00,01:51:00
039824,20:06:00,00:43:00
039825,15:09:00,00:11:00
039826,20:34:00,01:54:00
039827,09:27:00,01:11:00
039828,15:29:00,00:46:00
039829,09:17:00,00:12:00
039830,16:43:00,00:40:00
039831,12:53:00,00:08:00
039832,18:52:00,00:51:00
039833,16:07:00,00:39:00
039834,21:22:00,00:21:00
039835,10:41:00,01:23:00
039836,15:42:00,00:46:00
039837,09:39:00,00:54:00
039838,18:27:00,01:32:00
039839,14:13:00,00:36:00
039840,10:39:00,00:29:00
039841,21:25:00,00:16:00
039842,18:20:00,01:57:00
039843,09:41:00,00:48:00
039844,13:06:00,01:06:00
039845,21:20:00,00:23:00
039846,10:38:00,01:07:00
039847,21:40:00,01:02:00
039848,21:57:00,01:37:00
039849,17:23:00,00:47:00
039850,11:57:00,00:57:00
039851,21:15:00,01:19:00
039852,10:47:00,00:10:00
039853,14:06:00,00:23:00
039854,09:31:00,00:44:00
039855,09:00:00,01:21:00
039856,13:27:00,01:26:00
039857,12:05:00,00:21:00
039858,13:51:00,00:41:00
039859,19:52:00,01:13:00
039860,18:50:00,01:33:00
039861,09:47:00,00:50:00
039862,20:09:00,01:28:00
039863,09:37:00,00:23:00
039864,14:45:00,00:41:00
039865,18:16:00,01:54:00
039866,12:56:00,01:29:00
039867,20:20:00,00:54:00
039868,11:52:00,00:30:00
039869,10:57:00,01:02:00
039870,20:16:00,01:08:00
039871,15:18:00,01:31:00
039872,14:33:00,01:24:00
039873,11:52:00,01:24:00
039874,17:20:00,00:35:00
039875,14:18:00,01:23:00
039876,16:29:00,00:09:00
039877,09:28:00,01:58:00
039878,18:27:00,01:10:00
039879,19:55:00,01:32:00
039880,13:48:00,01:56:00
039881,14:56:00,00:41:00
039882,09:46:00,00:19:00
039883,20:47:00,01:28:00
039884,11:16:00,00:29:00
039885,20:45:00,01:43:00
039886,12:53:00,01:02:00
039887,10:28:00,01:38:00
039888,16:18:00,00:27:00
039889,15:55:00,01:42:00
039890,16:07:00,00:60:00
039891,19:06:00,00:31:00
039892,19:45:00,01:52:00
039893,19:48:00,01:29:00
039894,11:47:00,01:00:00
039895,10:20:00,00:04:00
039896,13:20:00,01:21:00
039897,12:31:00,00:12:00
039898,11:29:00,01:04:00
039899,16:57:00,00:57:00
039900,19:52:00,01:08:00
039901,21:10:00,00:32:00
039902,11:43:00,00:08:00
039903,11:57:00,01:37:00
039904,09:40:00,01:14:00
039905,20:54:00,00:11:00
039906,17:34:00,00:53:00
039907,21:20:00,00:43:00
039908,12:40:00,00:24:00
039909,17:24:00,00:27:00
039910,19:48:00,01:52:00
039911,19:01:00,00:26:00
039912,13:19:00,01:27:00
039913,10:24:00,01:10:00
039914,09:06:00,01:58:00
039915,20:24:00,01:40:00
039916,12:52:00,00:55:00
039917,20:54:00,00:60:00
039918,14:26:00,00:02:00
039919,17:57:00,00:42:00
039920,18:18:00,01:18:00
039921,20:29:00,01:59:00
039922,09:10:00,01:11:00
039923,16:56:00,01:24:00
039924,09:33:00,00:46:00
039925,13:39:00,01:17:00
039926,09:29:00,00:41:00
039927,21:15:00,01:25:00
039928,12:27:00,01:31:00
039929,11:30:00,00:16:00
039930,10:37:00,01:48:00
039931,11:18:00,01:29:00
039932,09:51:00,00:40:00
039933,14:20:00,01:13:00
039934,19:47:00,00:33:00
039935,18:13:00,00:28:00
039936,10:57:00,00:15:00
039937,12:60:00,00:01:00
039938,15:28:00,00:40:00
039939,16:46:00,01:38:00
039940,21:01:00,00:53:00
039941,21:43:00,00:38:00
039942,20:02:00,01:49:00
039943,21:20:00,01:29:00
039944,16:19:00,00:59:00
039945,20:21:00,01:24:00
039946,16:59:00,01:45:00
039947,21:53:00,01:42:00
039948,18:01:00,00:55:00
039949,21:50:00,01:23:00
039950,20:29:00,00:59:00
039951,18:30:00,00:28:00
039952,19:26:00,01:59:00
039953,21:36:00,01:51:00
039954,14:40:00,01:13:00
039955,17:57:00,01:59:00
039956,18:31:00,01:44:00
039957,13:48:00,00:27:00
039958,19:21:00,00:12:00
039959,20:50:00,00:36:00
039960,12:29:00,01:09:00
039961,16:35:00,00:18:00
039962,10:12:00,01:01:00
039963,12:54:00,00:51:00
039964,10:47:00,00:06:00
039965,12:15:00,01:30:00
039966,13:40:00,00:27:00
039967,13:15:00,00:35:00
039968,10:21:00,01:31:00
039969,21:13:00,01:13:00
039970,10:02:00,01:29:00
039971,10:03:00,01:39:00
039972,18:26:00,01:24:00
039973,15:46:00,00:43:00
039974,09:50:00,00:16:00
039975,12:16:00,00:22:00
039976,21:20:00,01:05:00
039977,15:57:00,01:28:00
039978,17:46:00,01:33:00
039979,09:20:00,01:33:00
039980,10:53:00,01:53:00
039981,15:06:00,01:18:00
039982,11:01:00,00:49:00
039983,11:52:00,00:28:00
039984,20:37:00,01:28:00
039985,16:24:00,00:47:00
039986,11:47:00,01:48:00
039987,16:55:00,00:46:00
039988,13:10:00,01:42:00
039989,19:56:00,00:29:00
039990,09:48:00,00:52:00
039991,19:04:00,00:43:00
039992,09:41:00,01:01:00
039993,17:34:00,00:32:00
039994,12:33:00,00:01:00
039995,09:33:00,00:39:00
044440,18:58:00,00:07:00
044441,16:00:00,00:47:00
044442,21:24:00,01:13:00
044443,15:39:00,00:59:00
044444,10:27:00,00:54:00
044445,10:20:00,00:34:00
044446,17:19:00,00:00:00
044447,09:00:00,00:06:00
044448,11:37:00,01:49:00
044449,11:09:00,00:21:00
044450,19:58:00,00:14:00
044451,11:18:00,00:52:00
044452,11:46:00,01:08:00
044453,17:54:00,01:16:00
044454,10:45:00,01:30:00
044455,13:36:00,01:41:00
044456,11:28:00,01:51:00
044457,19:14:00,01:20:00
044458,20:25:00,01:11:00
044459,17:47:00,00:09:00
044460,10:50:00,00:58:00
044461,16:23:00,01:33:00
044462,10:39:00,00:20:00
044463,16:53:00,00:36:00
044464,20:38:00,00:03:00
044465,16:50:00,00:42:00
044466,15:25:00,00:41:00
044467,12:25:00,00:20:00
044468,18:07:00,01:49:00
044469,13:01:00,01:28:00
044470,18:16:00,00:56:00
044471,11:55:00,00:60:00
044472,13:03:00,01:04:00
044473,20:14:00,00:17:00
044474,20:32:00,01:08:00
044475,17:14:00,01:13:00
044476,18:57:00,00:52:00
044477,13:14:00,01:26:00
044478,20:04:00,01:26:00
044479,14:53:00,01:47:00
044480,18:35:00,01:43:00
044481,20:05:00,00:29:00
044482,21:06:00,00:12:00
044483,12:15:00,00:12:00
044484,14:23:00,00:31:00
044485,09:23:00,00:03:00
044486,17:54:00,01:22:00
044487,19:18:00,00:36:00
044488,20:23:00,01:40:00
044489,13:50:00,01:58:00
044490,14:32:00,01:37:00
044491,18:09:00,01:09:00
044492,18:06:00,00:29:00
044493,09:17:00,01:46:00
044494,20:09:00,00:51:00
044495,15:60:00,01:29:00
044496,13:17:00,00:57:00
044497,13:41:00,00:23:00
044498,10:18:00,01:32:00
044499,16:15:00,00:11:00
044500,16:36:00,01:40:00
044501,17:29:00,01:48:00
044502,19:45:00,00:51:00
044503,16:18:00,00:01:00
044504,21:14:00,01:55:00
044505,14:26:00,00:06:00
044506,16:41:00,00:31:00
044507,21:18:00,00:24:00
044508,10:17:00,00:28:00
044509,10:38:00,01:38:00
044510,21:49:00,00:48:00
044511,21:35:00,00:43:00
044512,09:03:00,01:33:00
044513,14:09:00,01:01:00
044514,21:42:00,01:20:00
044515,17:55:00,00:34:00
044516,21:28:00,01:18:00
044517,11:05:00,01:34:00
044518,10:42:00,00:47:00
044519,21:15:00,00:32:00
044520,17:49:00,00:17:00
044521,13:29:00,00:12:00
044522,12:09:00,01:33:00
044523,12:29:00,00:54:00
044524,10:39:00,00:48:00
044525,13:57:00,00:50:00
044526,14:47:00,01:43:00
044527,13:01:00,01:43:00
044528,20:24:00,01:17:00
044529,19:15:00,00:30:00
044530,17:16:00,01:50:00
044531,21:48:00,01:31:00
044532,15:22:00,01:41:00
044533,18:24:00,01:00:00
044534,18:49:00,01:58:00
044535,20:09:00,00:33:00
044536,16:14:00,00:52:00
044537,12:15:00,00:18:00
044538,17:43:00,00:50:00
044539,20:35:00,00:45:00
044540,17:16:00,01:32:00
044541,12:48:00,01:49:00
044542,16:59:00,01:21:00
044543,20:60:00,00:58:00
044544,10:10:00,01:52:00
044545,16:11:00,00:26:00
044546,19:46:00,01:28:00
044547,15:33:00,00:10:00
044548,17:36:00,00:51:00
044549,17:41:00,00:58:00
044550,13:38:00,00:19:00
044551,09:17:00,01:29:00
044552,17:39:00,01:47:00
044553,17:58:00,01:52:00
044554,13:44:00,01:56:00
044555,18:08:00,01:52:00
044556,15:38:00,01:50:00
044557,20:10:00,01:37:00
044558,20:51:00,01:14:00
044559,14:42:00,00:19:00
044560,17:13:00,00:19:00
044561,17:48:00,00:55:00
044562,09:51:00,00:54:00
044563,12:47:00,00:03:00
044564,20:11:00,01:36:00
044565,20:02:00,00:56:00
044566,16:04:00,01:12:00
044567,12:02:00,01:00:00
044568,17:29:00,01:26:00
044569,10:40:00,00:10:00
044570,18:32:00,00:60:00
044571,19:28:00,01:50:00
044572,12:45:00,00:05:00
044573,15:24:00,00:32:00
044574,20:09:00,00:18:00
044575,19:14:00,00:14:00
044576,09:04:00,01:47:00
044577,10:18:00,00:04:00
044578,12:53:00,01:30:00
044579,12:03:00,00:02:00
044580,11:32:00,00:28:00
044581,19:54:00,01:36:00
044582,21:16:00,01:33:00
044583,09:43:00,00:29:00
044584,12:29:00,01:49:00
044585,19:19:00,01:33:00
044586,12:34:00,01:03:00
044587,16:40:00,00:39:00
044588,14:36:00,01:14:00
044589,12:05:00,01:01:00
044590,19:39:00,00:57:00
044591,14:36:00,01:50:00
044592,17:60:00,01:16:00
044593,20:47:00,00:23:00
044594,14:42:00,01:18:00
044595,15:58:00,01:46:00
044596,20:27:00,00:42:00
044597,17:27:00,01:32:00
044598,09:22:00,00:12:00
044599,13:09:00,01:59:00
044600,13:46:00,01:01:00
044601,13:08:00,00:35:00
044602,19:04:00,01:27:00
044603,15:27:00,01:58:00
044604,17:52:00,01:38:00
044605,10:05:00,00:40:00
044606,20:35:00,00:50:00
044607,14:34:00,01:36:00
044608,09:53:00,01:44:00
044609,11:08:00,00:54:00
044610,12:45:00,00:44:00
044611,11:47:00,01:41:00
044612,11:44:00,00:51:00
044613,17:02:00,00:21:00
044614,21:37:00,01:10:00
044615,10:37:00,01:48:00
044616,16:59:00,00:05:00
044617,10:31:00,00:58:00
044618,09:60:00,01:30:00
044619,12:31:00,00:44:00
044620,20:47:00,00:31:00
044621,14:09:00,01:14:00
044622,19:33:00,00:02:00
044623,19:29:00,00:51:00
044624,20:02:00,00:15:00
044625,16:40:00,01:03:00
044626,14:59:00,00:49:00
044627,19:32:00,00:27:00
044628,14:49:00,00:37:00
044629,12:23:00,01:39:00
044630,11:03:00,00:46:00
044631,21:30:00,01:38:00
044632,11:56:00,01:14:00
044633,15:58:00,01:55:00
044634,15:42:00,00:12:00
044635,14:24:00,01:34:00
044636,17:14:00,01:32:00
044637,10:16:00,00:32:00
044638,09:11:00,01:46:00
044639,14:11:00,01:23:00
044640,20:37:00,01:28:00
044641,09:58:00,00:39:00
044642,09:25:00,00:02:00
044643,10:27:00,01:39:00
044644,20:02:00,01:19:00
044645,17:29:00,00:27:00
044646,14:43:00,01:12:00
044647,17:37:00,01:15:00
044648,11:47:00,01:11:00
044649,13:51:00,01:44:00
044650,19:38:00,00:04:00
044651,13:48:00,00:47:00
044652,21:34:00,01:18:00
044653,20:41:00,00:01:00
044654,11:10:00,01:26:00
044655,11:13:00,01:32:00
044656,11:39:00,00:34:00
044657,17:09:00,00:29:00
044658,09:31:00,00:34:00
044659,16:06:00,01:26:00
044660,13:29:00,01:47:00
044661,18:19:00,00:57:00
044662,12:19:00,00:47:00
044663,13:14:00,00:23:00
044664,20:24:00,01:31:00
044665,10:57:00,00:09:00
044666,16:46:00,00:33:00
044667,09:49:00,01:59:00
044668,16:11:00,00:58:00
044669,09:52:00,00:19:00
044670,13:22:00,01:46:00
044671,18:25:00,00:48:00
044672,18:54:00,00:48:00
044673,10:12:00,00:20:00
044674,13:07:00,01:22:00
044675,19:06:00,00:12:00
044676,20:34:00,01:49:00
044677,11:52:00,00:52:00
044678,15:49:00,01:53:00
044679,17:45:00,00:30:00
044680,19:06:00,00:08:00
044681,14:41:00,00:38:00
044682,11:28:00,00:51:00
044683,14:22:00,01:40:00
044684,16:20:00,00:54:00
044685,12:49:00,01:21:00
044686,20:22:00,00:07:00
044687,14:43:00,00:21:00
044688,12:12:00,01:25:00
044689,10:55:00,01:23:00
044690,11:58:00,01:00:00
044691,11:42:00,01:60:00
044692,13:11:00,00:58:00
044693,16:13:00,01:02:00
044694,13:57:00,01:45:00
044695,15:50:00,00:45:00
044696,17:10:00,01:26:00
044697,17:49:00,00:59:00
044698,09:14:00,01:06:00
044699,10:04:00,00:58:00
044700,15:30:00,00:29:00
044701,18:48:00,00:30:00
044702,18:00:00,00:15:00
044703,09:20:00,00:14:00
044704,09:34:00,00:50:00
044705,21:24:00,00:59:00
044706,18:57:00,01:06:00
044707,13:10:00,01:32:00
044708,18:19:00,00:10:00
044709,18:10:00,00:24:00
044710,09:11:00,01:20:00
044711,15:47:00,01:36:00
044712,19:01:00,00:58:00
044713,13:46:00,01:30:00
044714,09:55:00,01:51:00
044715,16:51:00,00:00:00
044716,09:32:00,01:12:00
044717,11:57:00,00:53:00
044718,09:52:00,01:44:00
044719,18:22:00,01:31:00
044720,12:48:00,00:03:00
044721,12:02:00,01:13:00
044722,12:03:00,01:50:00
044723,12:09:00,00:49:00
044724,19:19:00,00:55:00
044725,15:34:00,00:49:00
044726,12:36:00,01:24:00
044727,21:10:00,00:06:00
044728,14:60:00,01:00:00
044729,19:25:00,00:27:00
044730,11:23:00,00:14:00
044731,17:32:00,01:05:00
044732,12:23:00,01:02:00
044733,21:02:00,00:42:00
044734,15:57:00,01:20:00
044735,11:52:00,00:53:00
044736,11:32:00,00:28:00
044737,13:08:00,01:38:00
044738,20:56:00,01:18:00
044739,12:48:00,00:51:00
044740,15:32:00,01:48:00
044741,15:11:00,01:33:00
044742,11:25:00,01:16:00
044743,10:21:00,00:59:00
044744,15:10:00,00:54:00
044745,15:46:00,01:17:00
044746,10:38:00,00:48:00
044747,14:35:00,00:38:00
044748,18:40:00,01:03:00
044749,09:49:00,01:09:00
044750,20:32:00,01:18:00
044751,21:45:00,00:53:00
044752,19:24:00,01:21:00
044753,17:35:00,00:58:00
044754,17:30:00,00:10:00
044755,09:00:00,01:59:00
044756,10:31:00,01:33:00
044757,10:15:00,00:12:00
044758,17:14:00,01:19:00
044759,21:33:00,00:17:00
044760,09:07:00,01:03:00
044761,18:22:00,00:38:00
044762,11:02:00,01:03:00
044763,12:24:00,01:15:00
044764,10:17:00,01:08:00
044765,14:14:00,00:07:00
044766,18:48:00,00:28:00
044767,18:22:00,01:19:00
044768,18:00:00,00:49:00
044769,21:19:00,00:10:00
044770,16:16:00,00:31:00
044771,19:04:00,00:09:00
044772,17:15:00,00:29:00
044773,12:18:00,00:42:00
044774,16:27:00,00:09:00
044775,15:39:00,00:60:00
044776,13:54:00,01:02:00
044777,11:36:00,01:39:00
044778,13:55:00,01:18:00
044779,13:40:00,00:33:00
044780,19:32:00,00:20:00
044781,12:40:00,01:13:00
044782,21:31:00,01:06:00
044783,17:29:00,01:06:00
044784,10:18:00,01:00:00
044785,18:47:00,00:44:00
044786,18:54:00,01:46:00
044787,18:48:00,00:21:00
044788,09:49:00,01:55:00
044789,09:13:00,00:53:00
044790,10:32:00,01:01:00
044791,16:55:00,00:47:00
044792,10:37:00,01:00:00
044793,12:19:00,00:58:00
044794,09:49:00,00:51:00
044795,13:20:00,00:53:00
044796,17:04:00,01:58:00
044797,14:20:00,01:60:00
044798,10:37:00,01:24:00
044799,12:39:00,00:28:00
044800,13:38:00,00:23:00
044801,17:01:00,00:48:00
044802,12:13:00,01:24:00
044803,10:22:00,00:01:00
044804,19:42:00,01:30:00
044805,09:55:00,00:17:00
044806,09:08:00,00:39:00
044807,16:10:00,01:43:00
044808,14:20:00,00:60:00
044809,10:16:00,01:56:00
044810,14:58:00,00:10:00
044811,19:00:00,01:55:00
044812,12:06:00,01:22:00
044813,18:57:00,00:42:00
044814,13:32:00,00:53:00
044815,11:30:00,00:49:00
044816,16:40:00,00:24:00
044817,11:54:00,00:22:00
044818,18:02:00,01:45:00
044819,10:13:00,00:53:00
044820,12:39:00,00:32:00
044821,21:15:00,01:03:00
044822,18:22:00,01:52:00
044823,20:11:00,01:43:00
044824,10:17:00,01:44:00
044825,15:05:00,01:36:00
044826,12:56:00,00:54:00
044827,20:40:00,01:54:00
044828,18:27:00,00:48:00
044829,20:13:00,00:40:00
044830,10:50:00,00:19:00
044831,21:58:00,00:20:00
044832,09:49:00,01:54:00
044833,12:14:00,00:53:00
044834,12:30:00,01:41:00
044835,09:10:00,01:28:00
044836,14:13:00,01:18:00
044837,21:43:00,01:21:00
044838,19:28:00,00:17:00
044839,13:44:00,00:24:00
044840,15:47:00,00:09:00
044841,10:56:00,00:57:00
044842,20:60:00,00:14:00
044843,21:08:00,01:09:00
044844,09:35:00,00:37:00
044845,20:56:00,00:00:00
044846,15:40:00,00:08:00
044847,11:01:00,01:15:00
044848,13:39:00,01:06:00
044849,14:00:00,01:60:00
044850,18:07:00,00:54:00
044851,16:42:00,00:33:00
044852,19:08:00,00:03:00
044853,16:60:00,01:36:00
044854,16:17:00,00:15:00
044855,18:29:00,00:18:00
044856,12:04:00,00:29:00
044857,17:48:00,00:04:00
044858,18:31:00,01:06:00
044859,10:29:00,01:41:00
044860,17:50:00,01:13:00
044861,16:23:00,00:10:00
044862,17:20:00,01:32:00
044863,16:38:00,01:20:00
044864,10:43:00,00:32:00
044865,15:39:00,01:28:00
044866,21:29:00,00:07:00
044867,14:14:00,00:22:00
044868,18:41:00,01:47:00
044869,16:06:00,00:09:00
044870,11:40:00,01:57:00
044871,09:35:00,01:44:00
044872,10:60:00,01:35:00
044873,16:59:00,00:05:00
044874,13:46:00,01:08:00
044875,17:38:00,00:40:00
044876,14:11:00,00:30:00
044877,18:36:00,00:30:00
044878,12:54:00,01:44:00
044879,14:37:00,00:18:00
044880,15:42:00,00:45:00
044881,20:32:00,01:03:00
044882,14:09:00,00:15:00
044883,14:38:00,00:59:00
044884,19:02:00,01:29:00
044885,13:49:00,00:20:00
044886,16:38:00,01:31:00
044887,16:45:00,00:27:00
044888,09:40:00,00:16:00
044889,10:46:00,01:53:00
044890,18:08:00,00:58:00
044891,18:10:00,01:07:00
044892,09:19:00,00:31:00
044893,15:13:00,00:34:00
044894,11:00:00,01:01:00
044895,19:56:00,00:21:00
044896,14:12:00,01:04:00
044897,12:36:00,01:03:00
044898,16:04:00,01:38:00
044899,13:16:00,01:58:00
044900,16:10:00,00:02:00
044901,11:02:00,01:59:00
044902,14:51:00,01:02:00
044903,10:44:00,01:56:00
044904,11:45:00,00:33:00
044905,14:27:00,01:52:00
044906,18:30:00,00:15:00
044907,21:52:00,01:24:00
044908,21:60:00,00:20:00
044909,17:53:00,01:21:00
044910,10:49:00,01:43:00
044911,12:02:00,00:59:00
044912,21:58:00,01:15:00
044913,21:52:00,01:12:00
044914,15:17:00,01:43:00
044915,10:22:00,00:19:00
044916,19:24:00,01:43:00
044917,17:05:00,00:18:00
044918,19:18:00,00:10:00
044919,09:56:00,01:10:00
044920,13:40:00,01:18:00
044921,16:46:00,00:53:00
044922,13:43:00,00:39:00
044923,12:47:00,00:04:00
044924,09:56:00,01:37:00
044925,11:55:00,01:04:00
044926,15:28:00,00:60:00
044927,10:14:00,00:59:00
044928,19:34:00,01:41:00
044929,17:23:00,01:56:00
044930,19:56:00,01:37:00
044931,10:07:00,01:10:00
044932,15:52:00,01:25:00
044933,18:21:00,00:43:00
044934,12:39:00,00:14:00
044935,20:57:00,00:30:00
044936,18:27:00,01:23:00
044937,14:37:00,01:59:00
044938,18:49:00,00:43:00
044939,13:10:00,01:25:00
044940,11:08:00,00:48:00
044941,12:47:00,01:48:00
044942,18:52:00,01:60:00
044943,21:32:00,01:55:00
044944,19:21:00,00:42:00
044945,12:51:00,00:08:00
044946,12:08:00,00:45:00
044947,12:24:00,00:58:00
044948,19:56:00,00:42:00
044949,16:32:00,00:02:00
044950,20:12:00,00:01:00
044951,11:14:00,01:51:00
044952,11:01:00,01:34:00
044953,17:60:00,00:44:00
044954,11:25:00,00:21:00
044955,20:17:00,00:06:00
044956,09:16:00,01:53:00
044957,17:02:00,00:24:00
044958,13:34:00,00:55:00
044959,15:41:00,01:46:00
044960,21:49:00,00:58:00
044961,14:28:00,01:52:00
044962,16:43:00,01:12:00
044963,12:11:00,01:16:00
044964,21:28:00,00:22:00
044965,13:18:00,00:56:00
044966,11:34:00,01:19:00
044967,19:10:00,00:41:00
044968,19:44:00,00:38:00
044969,20:35:00,01:51:00
044970,10:20:00,01:02:00
044971,17:20:00,00:29:00
044972,20:13:00,01:37:00
044973,18:40:00,00:58:00
044974,19:27:00,01:28:00
044975,14:46:00,01:18:00
044976,17:07:00,01:00:00
044977,20:03:00,01:18:00
044978,18:00:00,00:21:00
044979,10:07:00,00:41:00
044980,21:48:00,00:53:00
044981,18:19:00,01:08:00
044982,12:18:00,01:04:00
044983,19:01:00,00:09:00
044984,18:03:00,01:24:00
044985,09:23:00,00:58:00
044986,20:46:00,00:20:00
044987,13:44:00,01:60:00
044988,11:38:00,00:59:00
044989,19:45:00,01:37:00
044990,12:33:00,01:07:00
044991,09:50:00,00:09:00
044992,19:41:00,01:36:00
044993,19:20:00,00:36:00
044994,15:59:00,01:20:00
044995,12:57:00,01:00:00
044996,16:10:00,01:48:00
044997,16:49:00,01:60:00
044998,16:50:00,01:46:00
044999,21:10:00,01:35:00
045000,21:40:00,01:04:00
045001,20:03:00,00:49:00
045002,18:26:00,01:58:00
045003,18:24:00,00:53:00
045004,20:56:00,00:59:00
045005,12:33:00,00:52:00
045006,09:08:00,01:16:00
045007,18:51:00,00:24:00
045008,21:33:00,00:13:00
045009,20:07:00,00:10:00
045010,14:52:00,00:32:00
045011,10:14:00,00:08:00
045012,19:38:00,01:29:00
045013,10:09:00,00:44:00
045014,19:24:00,01:57:00
045015,17:57:00,00:06:00
045016,15:32:00,01:41:00
045017,13:11:00,01:30:00
045018,09:50:00,00:23:00
045019,12:19:00,00:00:00
045020,19:15:00,00:05:00
045021,18:43:00,01:07:00
045022,20:59:00,00:32:00
045023,12:56:00,01:33:00
045024,13:37:00,00:32:00
045025,13:28:00,00:25:00
045026,21:57:00,00:51:00
045027,16:08:00,01:28:00
045028,18:60:00,01:10:00
045029,17:45:00,00:09:00
045030,20:16:00,00:58:00
045031,19:52:00,00:46:00
045032,11:54:00,00:09:00
045033,15:17:00,01:40:00
045034,10:44:00,01:16:00
045035,09:11:00,00:20:00
045036,15:31:00,01:32:00
045037,18:21:00,01:59:00
045038,11:40:00,00:58:00
045039,20:12:00,01:08:00
045040,10:37:00,01:47:00
045041,11:42:00,00:39:00
045042,16:52:00,01:26:00
045043,21:28:00,00:42:00
045044,10:51:00,00:21:00
045045,12:26:00,01:15:00
045046,12:07:00,00:29:00
045047,19:10:00,00:00:00
045048,17:53:00,01:28:00
045049,12:10:00,00:04:00
045050,19:05:00,00:27:00
045051,17:14:00,01:08:00
045052,09:01:00,00:60:00
045053,16:54:00,00:41:00
045054,09:05:00,01:50:00
045055,17:01:00,00:10:00
045056,20:04:00,00:46:00
045057,14:60:00,00:09:00
045058,11:60:00,00:19:00
045059,17:58:00,01:29:00
045060,11:36:00,01:48:00
045061,21:52:00,01:41:00
045062,12:36:00,00:15:00
045063,18:06:00,00:43:00
045064,13:52:00,01:09:00
