MaPhieu,KhuVuc,SoLuongKhach,GioDen,GhiChu
062567,2,8,20:41:00,
062568,2,6,14:29:00,
062569,1,6,11:24:00,
062570,1,8,21:42:00,
062571,3,6,19:08:00,
062572,3,2,19:43:00,
062573,3,7,11:15:00,
062574,1,11,12:23:00,
062575,2,8,13:33:00,
062576,1,11,11:25:00,
062577,2,8,13:04:00,
062578,1,9,21:35:00,
062579,3,7,11:47:00,
062580,3,10,15:40:00,
062581,2,9,11:50:00,
062582,2,6,15:45:00,
062583,3,4,12:23:00,
062584,3,11,10:39:00,
062585,2,3,17:22:00,
062586,2,2,15:08:00,
062587,3,9,20:14:00,
062588,3,6,17:25:00,
062589,2,7,21:24:00,
062590,2,3,19:19:00,
062591,2,8,20:06:00,
062592,1,4,14:11:00,
062593,1,3,16:14:00,
062594,1,8,09:09:00,
062595,2,2,11:26:00,
062596,2,3,16:07:00,
062597,3,5,10:21:00,
062598,3,7,13:48:00,
062599,1,3,13:34:00,
062600,3,9,21:18:00,
062601,2,3,18:38:00,
062602,1,2,15:07:00,
062603,2,8,13:40:00,
062604,1,5,09:11:00,
062605,2,3,10:49:00,
062606,1,4,16:44:00,
062607,3,5,19:34:00,
062608,2,3,19:49:00,
062609,1,9,18:12:00,
062610,1,4,10:11:00,
062611,1,3,12:09:00,
062612,3,6,18:12:00,
062613,2,11,10:22:00,
062614,1,9,14:12:00,
062615,2,4,18:39:00,
062616,3,4,15:27:00,
062617,1,2,11:18:00,
062618,1,5,13:36:00,
062619,2,9,19:10:00,
062620,1,9,15:13:00,
062621,2,11,15:05:00,
062622,3,8,20:37:00,
062623,3,3,11:13:00,
062624,1,6,10:50:00,
062625,3,9,19:22:00,
062626,1,9,10:29:00,
062627,1,7,21:02:00,
062628,3,4,10:40:00,
062629,2,2,09:03:00,
062630,3,3,09:08:00,
062631,2,10,18:28:00,
062632,2,10,12:08:00,
062633,2,5,09:26:00,
062634,1,8,20:21:00,
062635,2,3,16:28:00,
062636,2,8,19:22:00,
062637,1,10,16:04:00,
062638,3,4,19:09:00,
062639,2,2,21:08:00,
062640,3,6,11:01:00,
062641,3,4,11:35:00,
062642,1,4,11:13:00,
062643,3,9,17:06:00,
062644,2,6,10:00:00,
062645,3,9,17:44:00,
062646,2,11,11:14:00,
062647,2,8,16:35:00,
062648,1,4,14:37:00,
062649,3,5,18:24:00,
062650,1,4,15:46:00,
062651,3,4,11:25:00,
062652,1,2,19:03:00,
062653,3,7,17:18:00,
062654,2,7,15:22:00,
062655,2,8,15:27:00,
062656,2,4,20:01:00,
062657,3,9,11:15:00,
062658,3,6,16:49:00,
062659,2,11,09:04:00,
062660,1,9,17:09:00,
062661,1,10,14:29:00,
062662,1,10,15:10:00,
062663,3,10,10:10:00,
062664,1,3,19:13:00,
062665,3,3,15:36:00,
062666,2,11,17:17:00,
062667,2,10,18:48:00,
062668,2,2,18:25:00,
062669,1,11,16:50:00,
062670,2,8,12:14:00,
062671,1,7,17:48:00,
062672,3,8,21:13:00,
062673,2,7,10:50:00,
062674,3,9,12:46:00,
062675,1,9,11:02:00,
062676,2,7,12:44:00,
062677,2,11,18:40:00,
062678,2,9,11:27:00,
062679,2,7,10:03:00,
062680,3,4,20:03:00,
062681,1,8,09:00:00,
062682,3,8,13:27:00,
062683,1,6,14:22:00,
062684,1,2,20:38:00,
062685,1,11,19:46:00,
062686,3,7,10:03:00,
062687,1,4,16:30:00,
062688,2,11,16:43:00,
062689,3,10,15:24:00,
062690,3,3,20:12:00,
062691,2,10,12:29:00,
062692,1,6,18:26:00,
062693,2,11,20:49:00,
062694,2,2,19:48:00,
062695,2,7,20:14:00,
062696,2,7,20:28:00,
062697,2,9,13:38:00,
062698,2,9,13:06:00,
062699,2,10,15:25:00,
062700,1,10,21:50:00,
062701,3,10,12:43:00,
062702,1,8,16:03:00,
062703,3,5,18:36:00,
062704,3,4,09:50:00,
062705,3,5,19:46:00,
062706,1,2,16:48:00,
062707,2,8,14:16:00,
062708,2,9,16:26:00,
062709,3,9,10:46:00,
062710,3,11,13:11:00,
062711,2,2,14:31:00,
062712,3,7,18:44:00,
062713,3,8,13:46:00,
062714,1,11,20:28:00,
062715,2,10,19:25:00,
062716,2,9,20:17:00,
062717,1,5,10:08:00,
062718,1,11,12:00:00,
062719,1,3,18:23:00,
062720,3,11,12:32:00,
062721,2,4,11:24:00,
062722,3,7,13:35:00,
062723,3,3,21:29:00,
062724,1,2,15:17:00,
062725,2,10,18:48:00,
062726,2,4,16:40:00,
062727,2,9,21:25:00,
062728,1,4,14:09:00,
062729,3,2,18:30:00,
062730,2,8,13:18:00,
062731,3,11,11:30:00,
062732,3,3,14:24:00,
062733,3,9,18:27:00,
062734,3,2,09:23:00,
062735,2,3,09:13:00,
062736,3,2,15:37:00,
062737,3,11,11:18:00,
062738,3,10,16:25:00,
062739,2,5,13:20:00,
062740,1,8,10:44:00,
062741,2,8,20:11:00,
062742,3,6,21:50:00,
062743,2,11,17:42:00,
062744,1,7,14:07:00,
062745,1,2,19:27:00,
062746,1,10,12:04:00,
062747,2,7,20:02:00,
062748,1,6,14:42:00,
062749,2,10,13:30:00,
062750,1,10,12:18:00,
062751,2,10,10:27:00,
062752,3,2,20:12:00,
062753,1,3,20:48:00,
062754,2,3,11:14:00,
062755,1,10,12:47:00,
062756,1,9,17:19:00,
062757,1,4,16:04:00,
062758,2,8,18:22:00,
062759,2,2,11:06:00,
062760,3,6,19:28:00,
062761,3,7,12:39:00,
062762,3,3,20:09:00,
062763,1,6,15:50:00,
062764,2,4,20:27:00,
062765,2,10,18:43:00,
062766,3,3,11:02:00,
062767,1,8,17:24:00,
062768,1,2,10:05:00,
062769,3,9,15:06:00,
062770,3,10,13:43:00,
062771,1,2,13:30:00,
062772,2,8,13:13:00,
062773,1,11,16:17:00,
062774,3,3,16:24:00,
062775,1,10,10:02:00,
062776,3,6,10:47:00,
062777,2,11,11:44:00,
062778,1,9,13:00:00,
062779,3,3,09:42:00,
062780,3,4,13:02:00,
062781,1,9,15:07:00,
062782,3,9,18:12:00,
062783,3,2,21:42:00,
062784,3,8,10:11:00,
062785,1,9,20:02:00,
062786,1,7,14:08:00,
062787,3,9,14:04:00,
062788,2,7,18:39:00,
062789,3,6,10:32:00,
062790,2,6,11:46:00,
062791,1,5,21:18:00,
062792,3,2,16:32:00,
062793,3,9,18:12:00,
062794,1,6,15:23:00,
062795,3,9,13:39:00,
062796,3,8,21:20:00,
062797,3,7,18:44:00,
062798,3,11,13:49:00,
062799,3,10,13:44:00,
062800,3,9,09:33:00,
062801,3,10,17:35:00,
062802,3,10,16:06:00,
062803,1,4,11:39:00,
062804,2,9,14:06:00,
062805,2,3,17:50:00,
062806,3,8,17:35:00,
062807,3,7,18:24:00,
062808,2,4,19:24:00,
062809,3,9,13:25:00,
062810,2,11,10:40:00,
062811,3,10,15:29:00,
062812,1,4,13:00:00,
062813,2,7,16:08:00,
062814,3,2,11:40:00,
062815,3,6,17:10:00,
062816,2,6,16:39:00,
062817,2,8,11:42:00,
062818,3,10,21:17:00,
062819,2,10,11:43:00,
062820,2,4,11:05:00,
062821,2,11,13:31:00,
062822,3,10,11:35:00,
062823,1,7,13:40:00,
062824,2,11,17:49:00,
062825,2,7,19:13:00,
062826,2,11,18:24:00,
062827,2,9,18:26:00,
062828,3,4,15:32:00,
062829,3,5,18:28:00,
062830,3,2,11:44:00,
062831,1,2,11:09:00,
062832,2,7,16:46:00,
062833,3,7,13:18:00,
062834,3,10,12:35:00,
062835,2,5,18:19:00,
062836,2,5,12:13:00,
062837,2,2,20:28:00,
062838,1,2,19:19:00,
062839,3,8,16:49:00,
062840,1,10,19:09:00,
062841,3,2,17:27:00,
062842,3,9,19:11:00,
062843,3,4,14:33:00,
062844,3,5,21:21:00,
062845,3,8,18:37:00,
062846,2,7,21:13:00,
062847,2,10,17:02:00,
062848,2,9,11:00:00,
062849,2,11,18:48:00,
062850,1,5,14:14:00,
062851,3,2,18:05:00,
062852,1,8,12:35:00,
062853,2,6,20:11:00,
062854,1,11,19:20:00,
062855,1,7,14:39:00,
062856,2,2,19:02:00,
062857,3,10,16:21:00,
062858,3,9,16:22:00,
062859,3,2,18:26:00,
062860,3,4,15:16:00,
062861,2,6,20:10:00,
062862,2,6,17:19:00,
062863,2,6,13:41:00,
062864,2,6,15:12:00,
062865,2,2,11:23:00,
062866,2,5,18:07:00,
062867,3,2,11:29:00,
062868,3,2,18:31:00,
062869,1,5,09:00:00,
062870,2,4,12:46:00,
062871,2,3,20:06:00,
062872,2,4,09:47:00,
062873,1,9,10:03:00,
062874,2,6,21:42:00,
062875,2,9,09:06:00,
062876,2,4,12:46:00,
062877,3,4,10:12:00,
062878,2,3,10:42:00,
062879,3,2,13:36:00,
062880,1,9,12:01:00,
062881,1,9,09:35:00,
062882,2,9,13:32:00,
062883,3,7,12:39:00,
062884,1,4,10:45:00,
062885,1,3,09:00:00,
062886,2,5,21:02:00,
062887,3,8,14:13:00,
062888,1,9,19:14:00,
062889,1,5,19:07:00,
062890,1,7,20:42:00,
062891,1,7,14:02:00,
062892,3,2,13:27:00,
062893,2,10,13:44:00,
062894,3,7,10:21:00,
062895,2,11,09:26:00,
062896,2,10,21:50:00,
062897,3,6,09:08:00,
062898,2,3,20:36:00,
062899,2,4,20:16:00,
062900,3,4,14:38:00,
062901,3,5,12:25:00,
062902,2,8,15:09:00,
062903,1,10,19:47:00,
062904,1,11,21:10:00,
062905,1,10,10:06:00,
062906,1,7,11:13:00,
062907,1,8,20:32:00,
062908,3,8,10:24:00,
062909,2,9,21:43:00,
062910,1,10,09:36:00,
062911,2,3,17:47:00,
062912,3,10,21:08:00,
062913,1,4,21:05:00,
062914,3,2,17:30:00,
062915,3,8,15:33:00,
062916,2,10,15:41:00,
062917,1,7,17:11:00,
062918,2,5,10:04:00,
062919,1,4,16:37:00,
062920,2,4,12:25:00,
062921,3,4,11:18:00,
062922,2,5,20:03:00,
062923,1,6,16:17:00,
062924,3,4,21:38:00,
062925,3,10,18:15:00,
062926,3,9,20:04:00,
062927,2,10,12:15:00,
062928,3,2,12:30:00,
062929,2,7,16:21:00,
062930,2,6,21:24:00,
062931,3,8,19:27:00,
062932,3,6,12:00:00,
062933,2,4,16:24:00,
062934,1,8,15:05:00,
062935,1,5,18:22:00,
062936,3,8,18:22:00,
062937,2,5,10:46:00,
062938,2,5,14:46:00,
062939,3,2,12:02:00,
062940,2,5,16:07:00,
062941,3,10,15:26:00,
062942,2,8,10:12:00,
062943,1,7,17:33:00,
062944,1,5,13:14:00,
062945,3,5,09:38:00,
062946,1,10,20:12:00,
062947,2,7,19:01:00,
062948,2,5,19:48:00,
062949,1,9,13:50:00,
062950,1,7,20:27:00,
062951,3,6,20:44:00,
062952,1,11,09:12:00,
062953,1,5,15:25:00,
062954,3,7,20:41:00,
062955,2,3,11:09:00,
062956,2,8,11:44:00,
062957,2,6,12:41:00,
062958,2,10,16:41:00,
062959,3,2,13:17:00,
062960,3,2,18:04:00,
062961,1,9,19:13:00,
062962,2,7,13:47:00,
062963,1,7,12:04:00,
062964,2,9,13:26:00,
062965,3,10,13:07:00,
062966,1,11,17:35:00,
062967,2,7,16:10:00,
062968,3,8,21:03:00,
062969,3,6,14:49:00,
062970,1,7,09:14:00,
062971,2,4,13:07:00,
062972,2,10,21:41:00,
062973,2,5,15:03:00,
062974,3,9,17:14:00,
062975,1,4,14:01:00,
062976,2,2,19:11:00,
062977,3,3,13:45:00,
062978,1,5,10:07:00,
062979,2,2,16:08:00,
062980,3,10,17:18:00,
062981,3,2,21:33:00,
062982,3,3,19:11:00,
062983,1,5,11:31:00,
062984,3,2,10:45:00,
062985,2,6,13:04:00,
062986,3,10,20:07:00,
062987,2,2,16:23:00,
062988,1,6,21:12:00,
062989,1,5,13:03:00,
062990,3,9,13:39:00,
062991,3,9,20:22:00,
062992,3,10,14:42:00,
062993,2,11,17:40:00,
062994,3,10,14:08:00,
062995,2,6,14:14:00,
062996,2,2,19:31:00,
062997,2,7,13:50:00,
062998,1,9,15:12:00,
062999,2,7,18:06:00,
063000,2,3,10:30:00,
063001,2,11,18:26:00,
063002,2,8,16:46:00,
063003,1,3,17:26:00,
063004,1,5,15:27:00,
063005,3,10,15:39:00,
063006,1,7,19:32:00,
063007,3,4,11:17:00,
063008,1,5,10:37:00,
063009,1,5,21:30:00,
063010,3,6,20:05:00,
063011,1,5,15:18:00,
063012,3,3,16:43:00,
063013,1,8,09:04:00,
063014,3,9,16:33:00,
063015,1,7,11:50:00,
063016,3,5,19:14:00,
063017,3,4,16:32:00,
063018,3,9,13:12:00,
063019,2,4,20:00:00,
063020,2,7,19:35:00,
063021,1,8,11:42:00,
063022,3,8,11:01:00,
063023,3,7,16:41:00,
063024,2,11,12:37:00,
063025,2,9,11:22:00,
063026,1,6,20:24:00,
063027,1,11,19:15:00,
063028,1,10,13:37:00,
063029,1,8,17:19:00,
063030,1,5,11:32:00,
063031,2,11,18:23:00,
063032,3,10,11:06:00,
063033,3,7,13:28:00,
063034,1,11,20:19:00,
063035,1,2,19:04:00,
063036,1,6,12:41:00,
063037,3,5,18:43:00,
063038,1,6,17:42:00,
063039,2,2,10:24:00,
063040,1,9,21:31:00,
063041,3,11,12:20:00,
063042,1,2,10:19:00,
063043,3,11,18:34:00,
063044,3,2,10:08:00,
063045,1,6,09:25:00,
063046,3,10,18:13:00,
063047,2,10,18:47:00,
063048,2,7,11:19:00,
063049,1,5,19:37:00,
063050,1,10,18:35:00,
063051,1,6,11:40:00,
063052,2,7,12:39:00,
063053,2,3,13:09:00,
063054,1,9,15:15:00,
063055,3,4,20:25:00,
063056,2,4,20:46:00,
063057,1,8,18:19:00,
063058,1,10,15:48:00,
063059,2,9,20:48:00,
063060,3,6,14:33:00,
063061,1,6,17:14:00,
063062,3,10,10:49:00,
063063,1,6,21:34:00,
063064,2,11,16:49:00,
063065,3,8,11:20:00,
063066,1,9,15:35:00,
063067,1,6,18:25:00,
063068,3,7,11:02:00,
063069,3,2,17:19:00,
063070,3,7,15:45:00,
063071,3,4,16:37:00,
063072,2,4,19:44:00,
063073,1,9,20:44:00,
063074,1,4,16:26:00,
063075,1,4,19:07:00,
063076,3,7,18:37:00,
063077,1,9,11:30:00,
063078,3,7,21:07:00,
063079,2,10,17:18:00,
063080,1,10,19:47:00,
063081,3,10,18:24:00,
063082,1,2,20:44:00,
063083,3,9,11:05:00,
063084,2,9,21:15:00,
063085,2,2,12:10:00,
063086,1,5,19:21:00,
063087,3,4,15:29:00,
063088,2,11,20:27:00,
063089,3,7,18:46:00,
063090,3,5,15:04:00,
063091,3,2,11:16:00,
063092,2,3,09:46:00,
063093,2,9,21:35:00,
063094,3,4,11:26:00,
063095,3,10,19:17:00,
063096,3,7,11:37:00,
063097,2,5,12:37:00,
063098,3,3,18:43:00,
063099,3,4,18:03:00,
063100,2,9,14:31:00,
063101,3,8,18:05:00,
063102,2,4,13:44:00,
063103,1,2,14:45:00,
063104,1,7,15:21:00,
063105,2,2,18:35:00,
063106,1,11,17:44:00,
063107,3,6,21:31:00,
063108,1,10,15:10:00,
063109,2,3,16:13:00,
063110,1,7,09:06:00,
063111,1,11,09:43:00,
063112,3,6,20:14:00,
063113,3,5,09:02:00,
063114,2,10,21:30:00,
063115,3,6,15:32:00,
063116,3,11,14:26:00,
063117,1,3,10:15:00,
063118,2,3,10:15:00,
063119,2,9,12:40:00,
063120,3,10,14:17:00,
063121,2,8,10:32:00,
063122,2,9,10:28:00,
063123,1,5,20:47:00,
063124,3,4,19:43:00,
063125,2,7,19:24:00,
063126,3,6,19:12:00,
063127,1,4,14:48:00,
063128,1,7,13:22:00,
063129,1,2,15:48:00,
063130,3,3,10:30:00,
063131,1,6,19:31:00,
063132,2,2,16:49:00,
063133,1,7,18:23:00,
063134,2,3,10:36:00,
063135,1,2,11:34:00,
063136,2,5,09:04:00,
063137,1,11,09:23:00,
063138,1,9,14:27:00,
063139,1,5,14:16:00,
063140,3,2,20:44:00,
063141,1,7,16:09:00,
063142,1,10,19:09:00,
063143,2,9,11:37:00,
063144,1,7,16:03:00,
063145,1,6,17:07:00,
063146,2,8,12:04:00,
063147,3,4,20:37:00,
063148,2,7,13:16:00,
063149,2,7,18:47:00,
063150,1,6,18:30:00,
063151,2,9,17:08:00,
063152,1,10,11:28:00,
063153,3,4,09:36:00,
063154,2,9,16:38:00,
063155,2,8,12:01:00,
063156,1,7,18:15:00,
063157,3,8,16:29:00,
063158,2,2,17:27:00,
063159,3,8,17:26:00,
063160,3,3,11:11:00,
063161,1,3,09:27:00,
063162,3,3,20:49:00,
063163,3,4,14:25:00,
063164,2,9,20:35:00,
063165,3,10,13:11:00,
063166,2,5,14:05:00,
063167,2,11,15:22:00,
063168,3,4,13:03:00,
063169,1,8,10:21:00,
063170,1,9,16:45:00,
063171,1,2,16:16:00,
063172,1,3,18:26:00,
063173,3,11,17:13:00,
063174,1,6,18:08:00,
063175,3,3,09:22:00,
063176,2,4,13:42:00,
063177,1,10,14:37:00,
063178,1,8,14:26:00,
063179,2,6,13:44:00,
063180,2,5,12:07:00,
063181,3,6,14:27:00,
063182,3,11,20:45:00,
063183,3,11,12:19:00,
063184,3,5,16:14:00,
063185,3,9,19:50:00,
063186,1,2,15:00:00,
063187,1,10,16:07:00,
063188,3,10,10:42:00,
063189,2,9,14:41:00,
063190,1,10,12:16:00,
063191,1,7,09:36:00,
063192,2,8,16:43:00,
063193,3,2,21:02:00,
063194,3,2,14:27:00,
063195,2,6,21:43:00,
063196,2,10,15:11:00,
063197,1,8,09:03:00,
063198,2,4,21:33:00,
063199,2,7,15:22:00,
063200,3,4,18:30:00,
063201,1,4,13:49:00,
063202,2,5,13:30:00,
063203,2,5,11:27:00,
063204,3,9,12:45:00,
063205,1,10,20:03:00,
063206,1,9,14:20:00,
063207,1,5,21:00:00,
063208,1,8,09:41:00,
063209,3,4,16:01:00,
063210,3,3,20:46:00,
063211,2,6,18:29:00,
063212,1,3,11:13:00,
063213,1,9,09:00:00,
063214,1,9,18:25:00,
063215,1,7,11:00:00,
063216,1,3,21:13:00,
063217,3,8,12:29:00,
063218,2,9,18:14:00,
063219,2,7,17:21:00,
063220,1,9,14:17:00,
063221,2,2,21:14:00,
063222,1,2,21:36:00,
063223,3,10,10:23:00,
063224,1,8,16:09:00,
063225,1,5,18:50:00,
063226,3,11,21:32:00,
063227,2,3,19:25:00,
063228,2,3,19:40:00,
063229,2,4,15:37:00,
063230,3,9,21:20:00,
063231,2,5,11:40:00,
063232,3,2,10:44:00,
063233,2,6,13:37:00,
063234,1,5,21:40:00,
063235,1,9,09:47:00,
063236,3,3,14:00:00,
063237,1,6,12:10:00,
063238,2,9,18:46:00,
063239,3,4,10:27:00,
063240,3,6,14:30:00,
063241,2,2,21:23:00,
063242,1,4,17:19:00,
063243,1,5,13:44:00,
063244,2,3,13:02:00,
063245,3,7,19:47:00,
063246,1,2,21:10:00,
063247,3,8,21:47:00,
063248,1,7,10:08:00,
063249,2,2,15:23:00,
063250,3,11,12:15:00,
063251,2,3,13:09:00,
063252,2,6,16:22:00,
063253,3,7,19:28:00,
063254,1,7,15:39:00,
063255,3,7,21:23:00,
063256,3,8,11:42:00,
063257,2,2,17:11:00,
063258,2,4,18:32:00,
063259,3,8,16:12:00,
063260,3,3,09:43:00,
063261,2,5,10:28:00,
063262,3,6,18:45:00,
063263,2,3,14:39:00,
063264,3,11,19:17:00,
063265,1,2,09:26:00,
063266,1,8,11:00:00,
063267,3,10,11:40:00,
063268,1,2,18:10:00,
063269,2,6,12:13:00,
063270,1,10,09:06:00,
063271,3,6,14:25:00,
063272,1,7,11:28:00,
063273,2,5,18:09:00,
063274,1,11,12:20:00,
063275,2,7,16:38:00,
063276,3,2,14:04:00,
063277,2,4,15:20:00,
063278,2,11,09:06:00,
063279,2,2,21:40:00,
063280,3,10,19:03:00,
063281,3,6,16:30:00,
063282,1,3,10:19:00,
063283,1,3,13:06:00,
063284,2,7,09:21:00,
063285,2,3,15:14:00,
063286,2,9,15:31:00,
063287,1,11,12:37:00,
063288,3,5,16:49:00,
063289,1,6,19:01:00,
063290,3,6,15:40:00,
063291,1,9,15:39:00,
063292,2,7,21:28:00,
063293,2,9,18:02:00,
063294,2,5,18:36:00,
063295,2,7,18:15:00,
063296,2,9,09:19:00,
063297,3,3,20:25:00,
063298,1,8,15:30:00,
063299,3,2,18:05:00,
063300,2,10,14:15:00,
063301,2,6,10:41:00,
063302,3,10,12:17:00,
063303,1,2,20:26:00,
063304,2,2,15:04:00,
063305,3,8,11:40:00,
063306,3,2,21:42:00,
063307,2,3,10:35:00,
063308,2,4,10:38:00,
063309,3,5,09:07:00,
063310,1,9,09:14:00,
063311,1,7,09:15:00,
063312,3,8,17:29:00,
063313,2,11,11:23:00,
063314,3,10,10:18:00,
063315,3,4,10:29:00,
063316,2,10,15:30:00,
063317,3,6,15:18:00,
063318,3,7,10:26:00,
063319,1,5,12:38:00,
063320,1,2,19:08:00,
063321,3,11,17:02:00,
063322,1,5,18:08:00,
063323,2,4,16:07:00,
063324,3,2,14:37:00,
063325,1,8,13:15:00,
063326,1,5,18:30:00,
063327,2,7,09:42:00,
063328,2,5,13:12:00,
063329,2,4,19:08:00,
063330,2,6,20:49:00,
063331,3,2,17:42:00,
063332,2,6,16:04:00,
063333,2,11,09:17:00,
063334,1,9,16:49:00,
063335,2,6,16:28:00,
063336,3,10,11:09:00,
063337,2,3,15:47:00,
063338,3,11,09:47:00,
063339,2,6,20:33:00,
063340,2,11,12:29:00,
063341,3,10,13:11:00,
063342,2,6,21:44:00,
063343,2,3,14:33:00,
063344,2,10,17:31:00,
063345,1,9,19:08:00,
063346,2,7,11:50:00,
063347,3,2,11:01:00,
063348,1,6,09:23:00,
063349,3,4,11:35:00,
063350,2,2,12:27:00,
063351,3,2,15:37:00,
063352,2,4,18:48:00,
063353,3,11,16:46:00,
063354,1,11,13:34:00,
063355,1,2,21:49:00,
063356,2,11,17:46:00,
063357,2,6,14:09:00,
063358,1,5,14:42:00,
063359,1,5,17:31:00,
063360,2,9,16:36:00,
063361,1,11,11:48:00,
063362,3,4,21:21:00,
063363,2,3,10:13:00,
063364,1,2,14:22:00,
063365,1,9,11:43:00,
063366,3,6,11:09:00,
063367,2,10,17:43:00,
063368,1,8,18:35:00,
063369,2,11,11:37:00,
063370,2,8,09:12:00,
063371,3,3,12:14:00,
063372,2,10,17:50:00,
063373,2,11,13:38:00,
063374,3,7,14:04:00,
063375,1,10,17:14:00,
063376,2,4,13:34:00,
063377,2,9,16:49:00,
063378,2,8,11:06:00,
063379,2,11,12:39:00,
063380,3,8,21:28:00,
063381,1,6,21:17:00,
063382,2,9,13:13:00,
063383,2,6,14:27:00,
063384,2,9,20:46:00,
063385,3,7,18:06:00,
063386,1,6,15:16:00,
063387,3,7,20:39:00,
063388,3,6,17:44:00,
063389,1,10,21:05:00,
063390,1,4,21:16:00,
063391,1,7,12:11:00,
063392,1,3,10:04:00,
063393,2,2,16:01:00,
063394,1,6,21:15:00,
063395,1,8,20:24:00,
063396,2,7,19:33:00,
063397,1,4,14:21:00,
063398,3,3,10:10:00,
063399,3,7,18:21:00,
063400,3,2,18:34:00,
063401,3,4,17:21:00,
063402,3,10,15:21:00,
063403,2,9,15:23:00,
063404,1,8,11:38:00,
063405,3,10,11:30:00,
063406,1,6,19:21:00,
063407,3,5,20:17:00,
063408,3,6,16:26:00,
063409,3,7,15:32:00,
063410,1,4,19:31:00,
063411,3,4,17:11:00,
063412,2,7,15:23:00,
063413,3,11,12:27:00,
063414,3,5,14:46:00,
063415,2,5,18:34:00,
063416,2,5,15:49:00,
063417,1,6,10:47:00,
063418,1,5,21:47:00,
063419,1,4,17:37:00,
063420,2,2,19:04:00,
063421,1,3,19:45:00,
063422,2,8,10:26:00,
063423,1,8,18:26:00,
063424,2,4,11:46:00,
063425,1,9,19:34:00,
063426,2,9,12:19:00,
063427,1,10,16:30:00,
063428,1,10,15:14:00,
063429,3,9,15:10:00,
063430,3,3,11:05:00,
063431,2,2,20:36:00,
063432,3,11,16:45:00,
063433,2,4,13:47:00,
063434,3,4,09:27:00,
063435,3,2,20:27:00,
063436,2,6,12:20:00,
063437,3,3,15:13:00,
063438,3,11,21:16:00,
063439,2,4,13:10:00,
063440,2,5,13:47:00,
063441,1,8,20:22:00,
063442,1,2,19:49:00,
063443,1,8,12:11:00,
063444,1,4,19:47:00,
063445,3,5,12:43:00,
063446,2,6,18:25:00,
063447,1,6,14:48:00,
063448,1,10,18:37:00,
063449,2,3,19:45:00,
063450,1,3,21:19:00,
063451,3,6,12:41:00,
063452,1,7,09:16:00,
063453,2,10,11:37:00,
063454,2,7,14:12:00,
063455,2,3,11:36:00,
063456,3,2,11:45:00,
063457,1,4,18:34:00,
063458,2,7,20:17:00,
063459,3,4,18:31:00,
063460,1,5,18:07:00,
063461,1,10,09:36:00,
063462,2,8,20:19:00,
063463,2,8,19:10:00,
063464,2,4,12:50:00,
063465,3,7,14:03:00,
063466,3,4,21:33:00,
063467,2,11,21:11:00,
063468,3,4,10:41:00,
063469,2,9,11:30:00,
063470,3,2,19:14:00,
063471,3,3,12:28:00,
063472,1,6,14:15:00,
063473,1,4,12:49:00,
063474,3,8,10:44:00,
063475,2,2,20:45:00,
063476,1,4,17:49:00,
063477,1,5,13:17:00,
063478,3,10,09:35:00,
063479,1,3,21:30:00,
063480,2,9,19:10:00,
063481,2,3,19:19:00,
063482,1,2,10:39:00,
063483,3,10,16:42:00,
063484,3,9,14:01:00,
063485,2,2,18:43:00,
063486,3,5,20:20:00,
063487,2,3,13:02:00,
063488,1,3,19:33:00,
063489,1,5,10:47:00,
063490,1,5,15:37:00,
063491,1,4,10:45:00,
063492,3,11,09:23:00,
063493,2,4,17:15:00,
063494,1,5,14:34:00,
063495,2,8,15:03:00,
063496,3,7,13:15:00,
063497,1,8,17:22:00,
063498,3,11,13:23:00,
063499,3,6,19:46:00,
063500,3,9,09:00:00,
063501,1,5,09:50:00,
063502,1,5,14:01:00,
063503,2,8,16:07:00,
063504,2,3,15:14:00,
063505,3,7,11:22:00,
063506,3,8,12:32:00,
063507,1,3,14:01:00,
063508,1,9,19:40:00,
063509,2,9,21:32:00,
063510,3,3,21:22:00,
063511,3,9,21:38:00,
063512,2,3,18:21:00,
063513,2,9,19:14:00,
063514,1,7,18:46:00,
063515,1,2,15:16:00,
063516,1,2,11:24:00,
063517,1,9,10:28:00,
063518,1,2,14:34:00,
063519,1,4,09:38:00,
063520,3,5,18:39:00,
063521,1,4,14:39:00,
063522,3,5,09:46:00,
063523,3,9,16:30:00,
063524,1,5,15:41:00,
063525,1,10,16:26:00,
063526,2,3,18:25:00,
063527,1,4,15:37:00,
063528,1,7,18:15:00,
063529,3,4,18:13:00,
063530,1,6,17:45:00,
063531,2,9,13:42:00,
063532,2,6,15:04:00,
063533,2,2,14:00:00,
063534,1,9,09:42:00,
063535,3,11,21:31:00,
063536,2,11,12:07:00,
063537,3,5,20:29:00,
063538,1,9,20:47:00,
063539,2,5,12:39:00,
063540,3,9,13:03:00,
063541,3,8,17:48:00,
063542,3,5,13:17:00,
063543,1,9,13:03:00,
063544,3,4,19:03:00,
063545,1,6,13:13:00,
063546,3,8,21:22:00,
063547,1,5,18:32:00,
063548,1,5,20:22:00,
063549,1,5,17:20:00,
063550,3,4,20:35:00,
063551,1,9,19:42:00,
063552,1,7,10:02:00,
063553,3,3,09:12:00,
063554,2,6,14:31:00,
063555,1,7,15:38:00,
063556,1,9,19:26:00,
063557,1,6,16:36:00,
063558,1,5,21:44:00,
063559,3,9,14:05:00,
063560,1,5,14:49:00,
063561,1,3,18:46:00,
063562,3,6,13:45:00,
063563,1,11,17:43:00,
